Naptan_Atco,Stop_Name
490011763S,ROYAL HOSPITAL CHELSEA_S
490009205E,LISTER HOSPITAL_CB
40004402125A,HIGH STREET_J
490013541A,WHITECHAPEL STN <> / ROYAL LONDON HOSP_A
490000109S,HIGHGATE STATION <>_T
490012359E,HIGHGATE STATION <>_G
490013804E,TRINITY PARK
490013804W,TRINITY PARK
490009873D,WHITECHAPEL STN <> # / ROYAL LONDON HOSP_B
490014574E,MARSH LANE_H
490009698W,MARSH LANE_C
490015530S2,WOODSIDE AVENUE
490005712N,CRANLEY GARDENS
490012303W,SOUTH GROVE_S
490012303E,SOUTH GROVE_C
490013655P,NORWOOD ROAD / ROBSON ROAD_P
490012153F,SIDNEY STREET_F
490006477E,ELGIN CRESCENT_PH
490005965S,DARLING ROW_R
490000220W2,STEPNEY GREEN STATION <>_G
490001145B,HAYES STATION #_B
490001145C,HAYES STATION #_C
490013366S,THE GARDENS_WQ
490013366N,THE GARDENS_WF
490005525N2,COMMERCIAL WAY_P
490016648S,COMMERCIAL WAY_T
490005171N,CHINGFORD FIRE STATION_R
490005171S,CHINGFORD FIRE STATION_T
490015242G,WILLESDEN LANE_G
490000131B,LADBROKE GROVE STATION <>_B
490000131A,LADBROKE GROVE STATION <>_A
490003650T,BARON STREET / CHAPEL MARKET_T
490014603U,WHITE LION STREET_U
490006593N,ENGLEFIELD ROAD_BJ
490007165S,GEORGE STREET
490004525N,BRUNEL STREET
490005019S,CHARRINGTON STEPS / CITY HALL
490005019N,CHARRINGTON STEPS / CITY HALL
490013434W,WEST SILVERTOWN STATION [DLR]
490006593E,UFTON ROAD_BM
490004222E,MILL ROAD
490009918W,PONTOON DOCK STATION [DLR]_Q
490009438W,MILL ROAD
490013206E,THAMES BARRIER_T
490013206W,THAMES BARRIER_P
490006593W,UFTON ROAD_BP
490011935E,SAVILLE ROAD_E
490009366E,LORD STREET_F
490013162W,TATE ROAD_A
490015109S,NORTHCHURCH ROAD_XB
490006808E,FERNHILL STREET_C
490006808W,FERNHILL STREET
490006093E,ST JOHNS CHURCH_D
490006093NG,PIER ROAD_R
490011633NE,ROEBOURNE WAY_E
490003616D,BARKING TOWN CENTRE_D
490015109W,NORTHCHURCH ROAD_XH
490003616E,BARKING TOWN CENTRE_E
490009294S,LONGBRIDGE ROAD_R
490009432S,PARK AVENUE
490010310N,LOXFORD POLYCLINIC_L
490011652S,LOXFORD POLYCLINIC_H
490008698N,WINGATE ROAD_M
490014781S,WINGATE ROAD_F
490009510N,CLEMENTSWOOD BAPTIST CHURCH_P
490009510S,KINGSTON ROAD_E
490003890N,BENGAL ROAD_R
490007914W,HAVERFIELD GREEN / GROVE ROAD_D
490006219S,DUDLEY ROAD_D
490008464E,BRISBANE ROAD_F
490007532W,GRIGGS APPROACH
490006248N,VICARAGE LANE_G
490008464S,JAFFE ROAD_N
490015081O,SEVEN SISTERS ROAD_C
490003912N,BENTON ROAD
490006248S,BENTON ROAD_M
490010955N,LEY STREET / PERTH ROAD
490010955S,PERTH ROAD
490009478N,PARKLANDS CLOSE_NT
490009478S,PARKLANDS CLOSE_NS
490006341N,EASTERN AVENUE_NJ
490006341S2,CLIFTON ROAD_NH
490015081Q,SEVEN SISTERS STATION <> #_K
490013927N,PERRYMANS FARM ROAD_NN
490015523S1,EASTERN AVENUE_NE
490008372N,EMMOTT AVENUE_NM
490008372S,ARTILLERY CLOSE_NR
490007694N,HAMILTON AVENUE
490007694S,HAMILTON AVENUE_NP
490003194N,ALDWYCH AVENUE
490003194S,ALDWYCH AVENUE
490000119T,HYDE PARK CORNER STATION <>_T
490013738S,TOTTENHAM SPORTS CENTRE_P
490011212N,PRINCES ROAD
490011212S,PRINCES ROAD
490000016S,BARKINGSIDE STATION <>_S
490000016U,BARKINGSIDE STATION <>_U
490003613R,BARKINGSIDE MAGISTRATES COURT_R
490003623T,SANDRINGHAM GARDENS_T
490013738N,TOTTENHAM SPORTS CENTRE_S
490014316G,WAVERLEY GARDENS_G
490009360N,LORDSHIP LANE_R
490011999E,ALDBOROUGH ROAD SOUTH_K
490011999W,ILFORD FIRE STATION_V
490010256E,NEW ROAD_L
490010256W,NEW ROAD_U
490014539E,ROMAN CATHOLIC CHURCH OF ST CEDD_Q
490014539W,ROMAN CATHOLIC CHURCH OF ST CEDD_R
490007290E,GOODMAYES RETAIL PARK_N
490007578E2,GROVE ROAD
490007578E1,GOODMAYES RETAIL PARK
490011541E,BELFAIRS DRIVE_G
490010000W,MONTPELIER GARDENS
490004952E,CHADWELL HEATH LANE_C
490004947S,HERBERT GARDENS_E
490006734W,PARK AVENUE_WB
490012433S,ST ANN'S ROAD_TE
490014110N,PURLEY WAY / WADDON ROAD_NZ
490014110S,PURLEY WAY / WADDON ROAD_SV
490014110B,COURTNEY ROAD_EX
490012105HA,LUDGATE CIRCUS_E
490013647N,THRALE ROAD_S
490003991V,CALEDONIAN ROAD / CAMDEN ROAD_V
490007476V,GREEN LANES_V
490010908S,PENGE LANE_U
490010254E,NEW ROAD
490008923W,LAMBS LANE NORTH
490008735E,KING EDWARD AVENUE
490014214HE,WARDOUR STREET_OM
490000243A,UPMINSTER BRIDGE STATION <>_A
490000243B,UPMINSTER BRIDGE STATION <>_B
490004001B,BILLET LANE_B
490003049E,ABBS CROSS LANE_X
490010785W,PARK LANE_RF
490010785E,PARK LANE_RC
490000139M,LONDON BRIDGE_M
490005427W2,CLIFTON ROAD / MAIDA VALE_G
490012272N,SOUTH CROYDON BUS GARAGE_GD
490013828S,TUDOR DRIVE_C
490006227N,TUDOR DRIVE_H
490006225N,HAM PARADE_J
490013647S,THRALE ROAD_A
490004954F,WANGEY ROAD_F
490010422W,NORTHWAY ROAD
490010422E,NORTHWAY ROAD
490003103E,PARKVIEW ROAD_AD
490003103W,PARKVIEW ROAD_AL
490003837N,BELGRAVE ROAD_S
490015432K,ELTHAM CHURCH / COURT YARD_K
490001200B,MOTTINGHAM STATION #_MD
490009462W2,LYNDALE_U
490004114X,BLOOMSBURY SQUARE_F
490007042M,CU LONDON UNIVERSITY / RAINHAM RD NORTH_M
490007042N,CU LONDON UNIVERSITY / RAINHAM RD NORTH_N
490005923R,CU LONDON UNIVERSITY / WOOD LANE_R
490005923P,CU LONDON UNIVERSITY / WOOD LANE_P
490008714S,KILLICK STREET_S
490008714N,KILLICK STREET_K
490004811N,CARNEGIE STREET_L
490015324S,CALEDONIAN ROAD / COPENHAGEN STREET_Q
490015324N,CALEDONIAN ROAD / COPENHAGEN STREET_N
490007008N,STORY STREET_M
490012865S,STORY STREET_P
490001043L,CALEDONIAN ROAD & BARNSBURY STATION #_L
490007615H,H M PRISON PENTONVILLE_H
490007615G,H M PRISON PENTONVILLE_G
490000035A,CALEDONIAN ROAD STATION <>_A
490000035D,CALEDONIAN ROAD STATION <>_D
490008231S,HOLLOWAY DELIVERY OFFICE_B
490007005S,FREEGROVE ROAD_C
490014778Q,MANOR GARDENS_P
490013836F,TUFNELL PARK ROAD_F
490009808O,MANOR GARDENS_V
490003201S,ALEXANDER ROAD_R
490001302S,UPPER HOLLOWAY STATION #_S
490001302T,UPPER HOLLOWAY STATION #
490014260S,WASHINGTON ROAD_M
490014277Q,WATERLOW ROAD_Q
490014277N,WATERLOW ROAD_X
490008943S,LANGDON PARK ROAD_HW
490008943N,LANGDON PARK ROAD_HX
490010136S,MUSWELL HILL ROAD_S
490014260N,WASHINGTON ROAD_G
490010378S,NORTH HILL_Q
490013147N,TALBOT ROAD / NORTH HILL_J
490014894S,WOODSIDE AVENUE_P
490014894N,WOODSIDE AVENUE_K
490013265S1,THE BISHOPS AVENUE_C
490013265N,THE BISHOPS AVENUE_D
490007492E,GREEN PARK / CONSTITUTION HILL_E
490008102S,HERTFORD ROAD
490008857N,KITCHENER ROAD
490006354N,EAST FINCHLEY LIBRARY
490010494S,OAK LANE_F
490010494N,OAK LANE_J
490012916S,STRAWBERRY VALE_D
490010574D,OLD PARK LANE / HARD ROCK CAFE_D
490012916N,STRAWBERRY VALE_K
490009082N,LEISURE WAY_M
490015327S,GRANVILLE ROAD_A
490015327N,GRANVILLE ROAD_N
490005229S,CHRISTCHURCH AVENUE_X
490005229N,CHRISTCHURCH AVENUE_W
490000093PB,GREEN PARK STATION <>_J
490015443D,TALLY HO CORNER_D
490011442Z,RAVENSDALE AVENUE_B
490006060S,DERWENT CRESCENT_J
490013104N,SWAN LANE
490007027S,SWAN LANE_H
490007028N,WHETSTONE HIGH ROAD / FRIERN BARNET LANE_I
490007028S,FRIERN BARNET LANE/B&Q SUPERCENTRE_E
490004978N,CHANDOS AVENUE_K
490004978S,CHANDOS AVENUE_L
490004553N,BUCKINGHAM AVENUE
490007031S,FRIERN MOUNT DRIVE
490007031N,FRIERN MOUNT DRIVE
490014131S,WALFIELD AVENUE_K
490014131N,WALFIELD AVENUE_L
490006086S,DINSDALE GARDENS_E
490006086N,DINSDALE GARDENS_Q
490003640S,POTTERS LANE_A
490013897N,UNDERHILL_W
490000107R,HIGH BARNET STATION <>_R
490003634M,FITZJOHN AVENUE_M
490003634L,BARNET CHURCH_L
490000080A,FARRINGDON STATION <> #_A
490000080B,FARRINGDON STATION <> #_B
490010369H,NORTH FINCHLEY HIGH ROAD_H
490010369G,NORTH FINCHLEY HIGH ROAD_J
490007575W,CHURCHFIELD AVENUE_G
490007575E,GROVE ROAD_F
490008250W,WOODHOUSE COLLEGE_FR
490008250E,WOODHOUSE COLLEGE_FU
490005749W,CRESCENT WAY_FQ
490000210G,SOUTHGATE STATION <>_G
490009102E,LEWES ROAD_FV
490012994W,SUMMERS LANE_FP
490007030E,COLNEY HATCH LANE_FW
490007030W,COLNEY HATCH LANE_FL
490012733W,ST JOHN'S CHURCH_FB
490012541E,STANFORD ROAD
490000210F,SOUTHGATE STATION <>_F
490003846W,BELLEVUE ROAD
490003846E,BELLEVUE ROAD
490003712W,BEACONSFIELD ROAD
490003712E,BEACONSFIELD ROAD
490001207N,NEW SOUTHGATE STATION #_K
490001207E,NEW SOUTHGATE STATION #_J
490014618W,WHITMORE CLOSE_M
490014618E,WHITMORE CLOSE_L
490015048A,WESTMINSTER STN <> / PARLIAMENT SQUARE_A
490009427N,LOWER PARK ROAD
490009427E,LOWER PARK ROAD
490008265N,HOBART CORNER_GF
490008265E,HOBART CORNER_GG
490009852W,CLINE ROAD_GE
490009852E,CLINE ROAD_GH
490014255W,WARWICK ROAD_GM
490014255E,WARWICK ROAD_GA
490000028B,BOUNDS GREEN STATION <>_BM
490000028A,BOUNDS GREEN STATION <>_BA
490010729F,PALACE ROAD_BL
490010729E,PALACE ROAD_BC
490010277W,NIGHTINGALE ROAD_BK
490010277E,NIGHTINGALE ROAD_BD
490010753E,PARK AVENUE_BE
490007797W,HARINGEY CIVIC CENTRE_BH
490007797E,HARINGEY CIVIC CENTRE_BF
490009461J,WOOD GREEN SHOPPING CITY_J
490000241L,BRAMPTON PARK ROAD_L
490009461K,BRAMPTON PARK ROAD_K
490014465Z,WEST GREEN ROAD_Z
490003916S,BERESFORD ROAD_HZ
490003916HJ,BERESFORD ROAD_HJ
490011676HN,MATTISON ROAD_HN
490009719HG,MATTISON ROAD_HG
490006574HB,ENDYMION ROAD_HB
490008082HE,ENDYMION ROAD_HE
490008515B,ISLINGTON GREEN_B
490013261Z,THEBERTON STREET
490000083A,FINSBURY PARK STATION <> #_A
490000083B,FINSBURY PARK STATION <> #_B
490000083C,FINSBURY PARK STATION <> #_C
490005578E,COOPERS LANE_W
490005578W,COOPER'S LANE_Z
490006452N,EDWARD TYLER ROAD_Y
490013403S,MARVELS LANE / CHINBROOK ROAD_B
490009634N,MARBROOK COURT
490007569N,GROVE PARK CEMETERY_M
490001095S,ELMSTEAD WOODS STATION #_B
490001095N,ELMSTEAD WOODS STATION #_A
490014512W,WEST RIDGE GARDENS
490009687W,MARNHAM CRESCENT_ES
490009687E,MARNHAM CRESCENT_ER
490014512E,WEST RIDGE GARDENS
490013451N,FARNDALE CRESCENT_T
490006822E,ROSEDENE AVENUE_EQ
490006822W,FERRYMEAD DRIVE_ET
490006326E,EAST CLOSE
490008067W,HENLEY CLOSE
490009678N,MARLEY CLOSE_EP
490009678S,MARLEY CLOSE_EY
490007322N,GOSLING CLOSE_EN
490013188N,WALLIS ROAD_A
490005976S,WALLIS ROAD_M
490013451S,FARNDALE CRESCENT_A
490008695G,KEW GARDENS ROAD_G
490003215S,ALEXANDRA ROAD
490008815S,WYNDHAM ROAD
490004534NQ,BRUNSWICK ROAD_NQ
490004410V,ELMFIELD ROAD / THE MALL_V
490004410RA,ELMFIELD ROAD / THE MALL_U
490003268W2,ALPERTON SAINSBURY'S / ATHLON ROAD_L
490003303N,AMHERST ROAD_SU
490004993S,CHARLBURY GROVE_SD
490006390W,EATON RISE
490006390E,EATON RISE
490007449E,GREENFORD POLICE STATION_B
490004435K,BROMLEY TOWN HALL_K
490008665Q,BROMLEY CIVIC CENTRE_S
490008665T,BROMLEY CIVIC CENTRE_T
490004419C,BROMLEY MAGISTRATES COURT_A
490007667S,HALFWAY STREET / DAYS LANE_AQ
490004712W3,CAMBRIDGE ROUNDABOUT / EAST SIDE_WS
490003768W,BEDDINGTON / ASDA
490008686N,KESWICK AVENUE_K
490014648N,COLLIERS WOOD UNITED FOOTBALL CLUB
490003763G,BECONTREE HEATH LEISURE CENTRE_G
490011995S,SENTINEL CLOSE_WR
490006336N,EAST DULWICH SAINSBURY'S_N
490010112E,MALMESBURY ROAD_BC
490001194B,MITCHAM JUNCTION STATION # >T<_B
490001180W,LIMEHOUSE STATION # [DLR]_LK
490014016N,THE HIGHWAY
490003212S,ALEXANDRA PARK ROAD_CQ
490010121N,MUNDAY ROAD / ROYAL VICTORIA [DLR]_J
490004423TA,CROMWELL AVENUE_H
490000070G,EDGWARE STATION <>_G
490002028Q,CYPRUS STATION [DLR]_Q
490008378S,HORSE LEAZE_A
490006389W,EAST HAM MANOR WAY_J
490007441K,CLIFTON ROAD_M
490000015H,BARKING STATION <> #_H
490001079A,CHAUNTLER CLOSE / CUNDY PARK_A
490008935S,LANDSTEAD ROAD
490014221S,WARLAND ROAD
490008163S,HIGH GROVE / VOCE ROAD
490006874N,FLAXTON ROAD / VOCE ROAD
490006244N,DUNCROFT
490003593N,BARDEN STREET
490013677W,TIMBERCROFT LANE / PEGWELL STREET_N
490007870S,HARROW WEALD BUS GARAGE_WJ
490000062A,EALING BDY STATION <> # / HAVEN GREEN_A
490013876S,TWICKENHAM TESCO_F
490014647N,BROOKSHILL GATE
490003543E,BADRIC COURT_LM
490003362E,ARCHWAY BRIDGE_HV
490003362W,ARCHWAY BRIDGE_HP
490004757C,CHAPMAN STREET_C
490004757N,CHAPMAN STREET
490000224A,STONEBRIDGE PARK STATION <> #_A
490001094N,ELMERS END STATION # >T<_B
490001094C,ELMERS END STATION # >T<_C
490005853E,CROYDON BOWLING CLUB
490012372E,SPEKE HILL_J
490010324L,NORTH CHEAM / SAINSBURY'S_L
490014116S,WAGNER STREET
490009560N,MANOR GROVE
490010902N,PENARTH STREET
490010903N,PENDULA DRIVE
490009560S,MANOR GROVE
490009923N,MILLWALL FOOTBALL GROUND_IB
490009923S,MILLWALL FOOTBALL GROUND_IN
490001256W,SOUTH BERMONDSEY STATION #_IC
490001256E,SOUTH BERMONDSEY STATION #_IM
490008242E,CHRISTCHURCH ROAD / HILLSIDE ROAD
490006233W,DULWICH COLLEGE_VQ
490003240W,ALLISON GROVE_VN
490012355W,SOUTHWARK SPORTS GROUND
490009363W,LORDSHIP LANE ESTATE
490008576S,JOLLYS LANE
490003492E,AVENUE PARK ROAD_Z
490008928E,LANCASTER AVENUE
490005851E,THURLOW PARK ROAD / CROXTED ROAD_WT
490008928W,LANCASTER AVENUE
490006496W,ELMCOURT ROAD
490003492W,AVENUE PARK ROAD_X
490008242W,CHRISTCHURCH ROAD / HILLSIDE ROAD
490001326E,WEST DULWICH STATION #_WA
490006233E,DULWICH COLLEGE_VS
490015472D,WIMBLEDON STATION # <> >T<_D
490009363E,LORDSHIP LANE ESTATE
490004277W,BREAM CLOSE
490001326W,WEST DULWICH STATION #_WB
490003062N,COLNEDALE ROAD
490005344S,CLARE HOUSE NURSING HOME
490003062S,COLNEDALE ROAD
490014544N,WEYMOUTH ROAD_W
490014484N,LIMEHOUSE POLICE STATION_WM
490013339S,HUMPHREY STREET_SD
490003512N,AVONDALE DRIVE_V
490003512S,AVONDALE DRIVE_SV
490003327J,ANGEL ISLINGTON_J
490006701B,FAIRDALE GARDENS_SX
490005344N,CLARE HOUSE NURSING HOME
490009712W,MASEFIELD AVENUE_W
490005800A2,CROMWELL ROAD BUS STATION_A2
490005800A3,CROMWELL ROAD BUS STATION_A3
490005675S,COURT ROAD / SPUR ROAD
490005675N,COURT ROAD / SPUR ROAD
490005800A1,CROMWELL ROAD BUS STATION_A1
490014242E,WARREN ROAD / COURT ROAD_S
490003849E1,BELL GREEN / SAINSBURY'S_AP
490003849W2,BELL GREEN / SAINSBURY'S_LM
490003849W1,BELL GREEN / SAINSBURY'S_LN
490003365E,SUNGATE COTTAGES
490003263S,MARLBOROUGH ROAD_Z
490003263N,MARLBOROUGH ROAD_Y
490011137E2,PORTOBELLO ROAD_PJ
490010171W,NELSON ROAD_BZ
490010095C,FAIRDALE GARDENS_Y
490013904S,UNDERHILL_U
490009105T,LEWISHAM CENTRE_T
490009105U,LEWISHAM CENTRE_U
490009105V,LEWISHAM CENTRE_V
490009105X,LEWISHAM CENTRE_X
490009110W,LEWISHAM CENTRE_W
490009106P,LEWISHAM CLOCK TOWER_P
490006979N,ST JOHN'S WOOD ROAD / LORD'S CRICKET GRD_LS
490005800A6,CROMWELL ROAD BUS STATION_A6
490005800A7,CROMWELL ROAD BUS STATION_A7
490005800A9,CROMWELL ROAD BUS STATION_A9
490005800A10,CROMWELL ROAD BUS STATION_A10
490005800A13,CROMWELL ROAD BUS STATION_A12
490005800A12,CROMWELL ROAD BUS STATION_A13
490011439E,BETSTYLE ROAD_S
490005800A15,CROMWELL ROAD BUS STATION_A15
490005800A16,CROMWELL ROAD BUS STATION_A16
40004409200B,HOOLEY / STAR LANE
40004409201B,NETHERNE DRIVE
40004409201A,NETHERNE DRIVE
490001170Q,KILBURN HIGH ROAD STATION #_Q
490004441E,BRONDESBURY ROAD
490003790E,BEDFONT LIBRARY_D
490011441N,THE TOTTERIDGE ACADEMY
490014940N,WORCESTER ROAD
490003214N,ALEXANDRA PLACE
490003214S,ALEXANDRA PLACE
490012936N,STRETTON ROAD
490012936S,STRETTON ROAD
490005987N,DAVIDSON ROAD
490005987S,DAVIDSON ROAD
490004247S,BRAMPTON ROAD
490009527ST,MALLARD PLACE_ST
490004247N,BRAMPTON ROAD
490013760E,TOWPATH WAY
490013760W,TOWPATH WAY
490005240W,CHRISTIE DRIVE
490005240E,CHRISTIE DRIVE
490013071N,SUTTON GARDENS
490013071S,SUTTON GARDENS
490008039N,HEAVERS FARM SCHOOL
490014981S,WYNTON GARDENS
490011241N,BECKMEAD COLLEGE
490009527SV,MALLARD PLACE_SV
490013554E1,THESIGER ROAD / WHATELEY ROAD
490013554W1,THESIGER ROAD / WHATELEY ROAD
490009085S,LENNARD ROAD
490009085N,LENNARD ROAD
490008657S,KENT HOUSE LANE
490009577S,MANOR ROAD_T
490007371S,GRANVILLE AVENUE
490013946N,UPPER SUTTON LANE_CL
490013946S,UPPER SUTTON LANE_CR
490007426S,WILLOW GARDENS / GREAT WEST ROAD_CS
490007426N,WILLOW GARDENS / GREAT WEST ROAD_CK
490011370N,QUEENSWOOD AVENUE
490011370S,QUEENSWOOD AVENUE
490006031N,DENE AVENUE_T
490007558S,GROVE GARDENS_SY
490006031S,DENE AVENUE_P
490003679N2,BATH ROAD_R
490003679N1,BATH ROAD_S
490012483N2,THE GREENWAY_J
490012483S,STAINES ROAD_K
490003961S,BEVERLEY AVENUE_L
490012243W,CRANFORD LANE / REDWOOD ESTATE_L
490013270N,THE BLUE BRIDGE_E
490003136N,ALBANY LEISURE CENTRE_F
490003787S,BEDFONT LAKES COMMERCIAL ESTATE_Q
490009049W,LEA VALLEY HIGH SCHOOL_L
490000202A,SHADWELL STATION <>_A
490011160N,POWNALL GARDENS_SL
490005520L,COLYTON WAY_L
490006716N,FAIRLAWN SCHOOL_R
490008767S,KINGS CRESCENT ESTATE_PJ
490004955N,MYDDLETON AVENUE_M
490003635N,CONNAUGHT AVENUE_L
490015132S,MERLIN ROAD_CC
490010987W,LADYWELL ROAD / PHOEBETH ROAD_HZ
490010987E,LADYWELL ROAD / PHOEBETH ROAD_HY
490008075W,GORDONBROCK SCHOOL / BROCKLEY CEMETERY_T
490008075E,HENRYSON ROAD / BROCKLEY CEMETERY_S
490013750W,TOWFIELD ROAD
490005959E,HUXBEAR STREET_R
490005959W,HUXBEAR STREET_U
490009620CS,BROCKLEY GROVE / CROFTON PARK ROAD_V
490009620CT,BROCKLEY GROVE / HORSMONDEN ROAD_P
490012343N,SOUTH VIEW COURT_T
490012343S,SOUTH VIEW COURT_S
490006681N,EWELME ROAD_P
490006681S,EWELME ROAD_R
490008349N,HORNIMAN DRIVE_P
490008349S,HORNIMAN DRIVE_Z
490003790W,BEDFONT LIBRARY_M
490008063E,HENGRAVE ROAD_W
490008063W,HENGRAVE ROAD_X
490006716S,FAIRLAWN SCHOOL_Y
490005766A,CRICKETERS WALK_A
490005766B,CRICKETERS WALK_B
490007371N,GRANVILLE AVENUE
490013777P,TREATY CENTRE_P
490010358E,NORTH END ROAD_BN
490008657N,KENT HOUSE LANE
490003787W,BEDFONT LAKES COMMERCIAL ESTATE_S
490014459B,WESTFERRY STATION [DLR]_WK
490003701C,BAZELY STREET_C
490000156M,NEW CROSS GATE STATION #_M
490000156R,NEW CROSS GATE STATION #_R
490004330S3,BRIDGE ROAD_D
490011471Y,BOUVERIE LODGE_Y
490009577N,MANOR ROAD_N
490014036W,VICARAGE DRIVE_W
490014036V,VICARAGE DRIVE_V
490011471X,BOUVERIE LODGE_X
490007961W,HAYNE ROAD
490004330N2,BRIDGE ROAD_E
490015304S,COURT ROAD / GREEN LANE_B
490007184E,RAMSDEN ROAD / KYNASTON ROAD_A
490011409S,RAMSDEN ESTATE / RYE CRESCENT
490006465W,ELDRED DRIVE_M
490007558N,GROVE GARDENS_SU
490013680W,RAMSDEN ROAD / TINTAGEL ROAD_R
490006230W,SELSDON LIBRARY_A
490003098S,FOXEARTH ROAD_K
490006281W,DYKE DRIVE_S
490007184W,RAMSDEN ROAD / COURT ROAD_T
490015304N,COURT ROAD / GREEN LANE_C
490003698W,BAYHAM STREET
490003639J,BARNET HIGH STREET_J
490009541E,MANFORD CROSS_AE
490007162K,GROVE HILL_K
490015315NJ,KINGSTON HOSPITAL
490014936N,WORCESTER CLOSE
490006266EB,DUNTON ROAD_EB
490004539E,BRYAN ROAD / SURREY DOCKS FARM
490004539S,BRYAN ROAD / SURREY DOCKS FARM
490012165S,DOUBLETREE DOCKLANDS / NELSON DOCK PIER >R<
490012165N,DOUBLETREE DOCKLANDS / NELSON DOCK PIER >R<
490010720S,PAGEANT STEPS
490010720W,PAGEANT STEPS
490006641W,ESSEX HOUSE
490008730E,KING & QUEEN WHARF
490006433W,EDINBURGH COURT
490006266EC,DUNTON ROAD_EC
490010715N,THE PADDOCKS_BT
490003117A,BIDDULPH ROAD_GA
490011069A,PLUMSTEAD BUS GARAGE_A
490003961N1,STAINES ROAD_H
490010794N,PARK ROAD
490007802N,NAVIGATOR PARK_BU
490007802S,NAVIGATOR PARK_BT
490007961E2,BLAKENEY ROAD / HAYNE ROAD
490003763K,BECONTREE HEATH LEISURE CENTRE_K
490005386S,BEXLEY LANE / CLEEVE PARK SCHOOL
490005386N,BEXLEY LANE / CLEEVE PARK SCHOOL
490011307S,QUEEN ELIZABETH HOSPITAL / WEST ENTRANCE
490003614V,BARKINGSIDE TESCO_V
490013132N,SYDENHAM RISE_MZ
490005607S,AUGUSTA STREET_B
490005145S,CHESTNUT AVENUE NORTH_E
490014897S,WOODSIDE PARK AVENUE_F
490007944W,HAYES BY-PASS
490001343A,WOOD STREET STATION<>_D
490004046W,FYFIELD ROAD
490001343B,WOOD STREET STATION <>_J
490005145N,CHESTNUT AVENUE NORTH_H
490014897N,WOODSIDE PARK AVENUE_G
490000053N2,COCKFOSTERS STATION <>
490007631N,HADLEY GREEN
490006784W,FELTHAM POLICE STATION_Y
490003888N,BENDISH ROAD_N
490006784E,FELTHAM POLICE STATION_W
490005080S,CHELSFIELD LANE / ALMA ROAD_F
490006726S,FALKIRK STREET_KP
3700078,UPTON COURT ROAD
490004227N,BRADENHAM AVENUE
490010863S,PARTRIDGE GREEN_V
490004432E,SOUTHEND LANE / BROMLEY ROAD_SL
490009883S,WHALEBONE GROVE_P
490010010N,BARWICK DRIVE_CE
490009070S,LEES ROAD_CC
490011917W,SANDS END / SAINSBURY'S_TS
490009398S,LOVEL AVENUE_P
490014588N,WHITEHALL LANE / BRIDGE ROAD
490007101W,GALSWORTHY HOUSE_S
490007101E,GALSWORTHY HOUSE_B
490005904W,PENTON RISE_PM
490006203RA,DRURY LANE_S
490014955W,WOTTON GREEN / SANDWAY ROAD
490003836W,BELGRAVE CLOSE
490010530W,OLDBURY CLOSE
490010877W,PECKHAM BUS STATION
490015053J,FULBROOK ROAD_TT
490012827E,BENNETSFIELD ROAD_B
490006281E,DYKE DRIVE_B
490005133W,CHESTER ROAD_S
490005133E,CHESTER ROAD_N
490004084D,BLACKWALL TUNNEL_D
490005185V,YORK ROAD_V
490008499W,IRON BRIDGE ROAD_K
490003574E,BAMPTON ROAD_GC
490009025N,THICKET ROAD_P
490012763W,ST LEONARDS ROAD_Q
40004402075A,ASHFORD HOSPITAL
40004402014A,ASHFORD HOSPITAL
490013777R,TREATY CENTRE_T
490007573J,GROVE ROAD_J
490002075S,BEDDINGTON FARM ROAD_A
490003703S,BEDDINGTON FARM ROAD SORTING OFFICE
490003703N,BEDDINGTON FARM ROAD SORTING OFFICE
490009680BH,MARLOWE WAY
490000219N,STANMORE STATION <>
490009680N,MARLOWE WAY
490010223S2,NEWINGTON BUTTS_BC
490003769S,BANDON HILL CEMETERY_J
490007112S,GARDEN CLOSE_M
490008112W,FRANKLIN WAY / VALLEY PARK_M
490013518N,BEDDINGTON FARM ROAD_B
490012289S,SOUTHFIELD CLOSE_CR
490007815N1,LEES ROAD_CF
490012289N,SOUTHFIELD CLOSE_CM
490004985Y,CHAPEL ROAD_Y
490015243W,KILBURN HIGH ROAD STATION #_W
490015095S,HILLIERS AVENUE_CP
490012303N,SOUTH GROVE_T
40004405136E,HAMPTON COURT STATION #_G
490003029W,ABBEY ROAD
490000200D,RUSSELL SQUARE
490008673N,KENT ROAD_SQ
490005581S,BARNSBURY ROAD_Y
490009225W,LIVERPOOL ROAD / CHAPEL MARKET_W
490010682W,PALMERSTON ROAD_Z
490010682E,OXFORD ROAD_U
490013618B,MONTROSE ROAD_B
490015283BH,ENDWELL ROAD_BH
490015283BJ,ENDWELL ROAD_BJ
490009267E,MONUMENT STATION <>_P
490003801N,BEDFONT LAKES
490003801S,BEDFONT LAKES
490000145LA,MARYLEBONE STATION <>_LA
490004397E,BROCKLEY RISE / CHANDOS
3700309,SUSSEX PLACE
490006230S,SELSDON LIBRARY_T
490010538E,DOVE CLOSE
490011496N,REDWING CLOSE
490004569E,BULLFINCH ROAD
490008745E,KINGFISHER GARDENS
490009848N,MICHELHAM GARDENS_SW
490008858E,GOLDFINCH ROAD
490010652N,PEACOCK GARDENS
490009197E,SORREL BANK
490009197W,SORREL BANK
490010652S,PEACOCK GARDENS
490008858W,GOLDFINCH ROAD
490008745W,KINGFISHER GARDENS
490004569W,BULLFINCH ROAD
490006143W,DOVE CLOSE
