Naptan_Atco,Stop_Name
490016252S,WIMBLEDON TENNIS CLUB & MUSEUM_W
490016252N,WIMBLEDON TENNIS CLUB & MUSEUM_A
490016257S,BELVEDERE AVENUE_W
490012701N,ST GEORGE'S / UNIVERSITY OF LONDON_HB
490016707H,CANADA SQUARE NORTH_H
490006380S,EAST STREET_U
490014643N,WHITWORTH ROAD_M
490009784D,MEDLAR STREET_D
490000159X,NORTHFIELDS STATION <>
40004402054C,THREE FISHES
490016229E,BEXLEY ROAD / CROWN WOODS SCHOOL_AY
490016314S,HARROW ROAD_N
490012749S,ST JOSEPH'S CHURCH_U
490005691E,ANDERSON WAY
490011893N,GILLIAM CLOSE_R
490013230S,BILTON WAY / MOLLISON AVENUE
490009238S,MILLMARSH LANE_P
490010365W,NORTHFIELD ROAD_J
490004348D,GREEN STREET / BRIMSDOWN STATION #_Q
490004235S,JEFFREYS ROAD_R
490013768S,DUCK LEES LANE_PE
490015698S,LEA VALLEY ROAD_PF
490006212N,DUCK LEES LANE_PD
490004235N,JEFFREYS ROAD_L
490004348C,GREEN STREET / BRIMSDOWN STATION #_M
490009238N,MILLMARSH LANE_N
490013230N,BILTON WAY / MOLLISON AVENUE
490007320S2,COX LANE
490014921S,WOOLACOMBE ROAD_N
490010613S,ELM ROAD_HT
490010613N2,ROSEMARY GARDENS_AP
490010613N,ELM ROAD_HS
490007320N,COX LANE
490016404N,ALTON CLOSE_AA
490016402N,LONDON ROAD_U
490016405N,PARKWOOD ROAD_V
490016401N,BOROUGH ROAD_W
490016400N,BRAYBOURNE DRIVE / GREAT WEST ROAD_G
490016399N,CONQUEST CLUB
490014926W,WOOLWICH COMMON / HA HA ROAD_R
490016406N,WOOD LANE / RAILWAY BRIDGE
490016398W,JERSEY ROAD
490016397S,RIDGEWAY ROAD
490016396W,JERSEY GARDENS_H
490016395W,OSTERLEY LIBRARY_J
490016394S,THORNBURY AVENUE / GREAT WEST ROAD_K
490016392W,WITHAM ROAD_X
490016391W,WORTON GARDENS
490016389W,SUTTON WAY_CM
490010281W,NIGHTINGALE VALE_P
490016388W,THE WARREN_CN
490016387W,BEAUFORT GARDENS
490016386W,VICTORIA GARDENS
490016385N,BLACKTHORN COURT_P
490016384N,SPEART LANE_R
490016383S,ARMYTAGE ROAD_S
490016382W,ALCOCK ROAD_T
490016381W,JOHNSON ROAD_U
490016380N,BLERIOT ROAD_V
490016379N,BRABAZON ROAD / CRANFORD LANE_W
490006323E,EASTBROOK ROAD
490016403S,ALTON CLOSE_T
490016402S,HARTHAM ROAD_S
490016401S,BOROUGH ROAD
490016400S,BRAYBOURNE DRIVE / GREAT WEST ROAD_F
490016399S,CONQUEST CLUB
490016398E,JERSEY ROAD
490016397N,RIDGEWAY ROAD
490016396E,JERSEY GARDENS_E
490016395E,OSTERLEY LIBRARY_D
490007795E,HARGOOD ROAD_P
490016394N,THORNBURY AVENUE / GREAT WEST ROAD_C
490016393N,EVERSLEY CRESCENT
490016392E,WITHAM ROAD_Y
490016390E,SPRING GROVE CRESCENT
490016389E,SUTTON WAY_CQ
490016388E,THE WARREN_CP
490016387E,BEAUFORT GARDENS
490016386E,VICTORIA GARDENS
490016385S,BLACKTHORN COURT_HG
490014543S,HARRADEN ROAD
490016384S,SPEART LANE_HF
490016383N,ARMYTAGE ROAD_HE
490016382N,ALCOCK ROAD_HD
490016381E,JOHNSON ROAD_HC
490016380S,BLERIOT ROAD_HB
490016379S,BRABAZON ROAD / CRANFORD LANE_HA
490005058E,CHEAM STATION #_E
490016304W,MERTON ABBEY_P
490016304E,MERTON ABBEY_Q
490006323W,EASTBROOK ROAD
490016651S,WINCHESTER PARK
490005217W,CHADWICK ROAD
490008303N,HOLLYDALE ROAD_NL
490016419W,BROOKFIELD ROAD_SJ
490016420W,GASCOYNE ROAD_SK
490016421W,WETHERELL ROAD_SL
490016422W,LAURISTON ROAD_SM
490016423W,SKIPWORTH ROAD_SN
490016424W,FREMONT STREET_LJ
490013264S,THE BIRCHWOOD
490001007E,ANERLEY STATION #_G
490001007AD,ANERLEY STATION #_F
490000173RD,MARGARET STREET / OXFORD CIRCUS_RD
40004406078B,HOLLYMOOR LANE
490013198N,TERRACE ROAD_T
490015144W,BEACONSFIELD ROAD_BR
490001070E,CLAPTON STATION #_C
490001070W,CLAPTON STATION #_D
490016287S,JACK WATTS ESTATE
490016287N,JACK WATTS ESTATE
490016288N,MOUNT PLEASANT HILL
490016288S,MOUNT PLEASANT HILL
490016289S,LEASIDE ROAD
490016290E,MOUNT PLEASANT LANE_UT
490016291W,UPPER CLAPTON ROAD_UW
490016292E,UPPER CLAPTON ROAD_UR
490011972P,SEDGEMERE ROAD_P
490016293E,FOUNTAYNE ROAD_UP
490001273Y,STOKE NEWINGTON STATION #_Y
490016289N,LEASIDE ROAD
490016290W,MOUNT PLEASANT LANE_UV
490016291E,WARWICK GROVE / WIGAN ESTATE_US
490016292W,CAZENOVE ROAD / GELDESTON ROAD_UY
490016293W,FOUNTAYNE ROAD_UZ
490001273Z,STOKE NEWINGTON STATION #_Z
490009281A,ELEPHANT & CASTLE / LONDON ROAD_A
490009281B,ELEPHANT & CASTLE / LONDON ROAD_B
490010675N,OVERTON ROAD_N
490000032MO,BROMLEY BY BOW STATION <>_BH
490002030B,DEVONS ROAD STATION [DLR]_BJ
490016351W,WATTS GROVE_BK
490016350W,ST PAULS WAY TRUST SCHOOL_MJ
490016349X,ACKROYD DRIVE_MK
490016348W,ERIC STREET_ML
490000032RP,BROMLEY BY BOW STATION <>_BN
490002030A,DEVONS ROAD STATION [DLR]_BM
490016351E,WATTS GROVE_BL
490013264N,THE BIRCHWOOD
490016350E,ST PAULS WAY TRUST SCHOOL_MQ
490016349E,ACKROYD DRIVE_MM
490016348E,ERIC STREET_MN
40004406090B,PAMS WAY
490016352S,PROLOGIS PARK
490016354W,SOUTH CRESCENT BUSINESS CENTRE_H
490016355S,STAR LANE STATION [DLR]_F
490016354E,NORTH CRESCENT BUSINESS CENTRE_J
490008934E,LANRIDGE ROAD
490016356S,BARKING ROAD / MANOR ROAD_W
490016353W,TWELVETREES CRESCENT
490016352N,PROLOGIS PARK
490013385N,LINKS WAY_U
490013385S,LINKS WAY_Y
490016503Y,GAINSBOROUGH ROAD_Y
490016300N,BERESFORD TERRACE / HIGHBURY ESTATE_CY
490016300S,BERESFORD TERRACE / HIGHBURY ESTATE_CM
490016299N,BALFOUR ROAD / LEXFIELD HOUSE
490004567E,BUCKWHEAT COURT
490016299S,BALFOUR ROAD / ATHENAEUM COURT
490016298N,BALFOUR ROAD / CROWFIELD HOUSE_PS
490016298S,BALFOUR ROAD / CROWFIELD HOUSE_PW
490016297N,HIGHBURY QUADRANT_PT
490016297S,HIGHBURY QUADRANT_PQ
490016264E,SAMSON STREET_T
490016265W,CHARGEABLE LANE_BD
490016504N,BARN CROFT PRIMARY SCHOOL
490004567W,BUCKWHEAT COURT
490016504S,BARN CROFT PRIMARY SCHOOL
490015491H,WESTOW STREET_H
490001213C,MARIGOLD ROAD / NORTHUMBERLAND PARK #_NC
490016330S,STONEBRIDGE LOCK
490001213D,MARIGOLD ROAD / NORTHUMBERLAND PARK #_ND
490016331S,BURDOCK ROAD / LEE VALLEY TECHNOPARK
490016593K,HAVELOCK ROAD_K
490007997S2,WOODVILLE GARDENS
490016302E,DULVERTON ROAD_H
490016272S,EASTCOTE METHODIST CHURCH_C
490008934W,LANRIDGE ROAD
490016302W,DULVERTON ROAD_J
490005382J,CLAYTON ROAD_J
490016269W,HOTSPUR STREET_KJ
490016270W,MARY LEE WAY_KK
490016271W,TYERS STREET_SJ
490016271E,TYERS STREET_SH
490016270N,MARY LEE WAY_KS
490016310W,DRAYCOTT PLACE
490016311N,MARLBOROUGH PRIMARY SCHOOL
490016312N,FULHAM ROAD
490000212A,PELHAM STREET_A
490000206N,SLOANE SQUARE STATION <> / SYMON STREET_B
490016313E,DRAYCOTT PLACE
490016311S,MARLBOROUGH PRIMARY SCHOOL
490016312S,FULHAM ROAD
490016309E,WINCHESTER STREET_C
490014504N,WESTMORELAND TERRACE_E
490013036G,SURBITON SAINSBURY'S_NR
490001177E,LEWISHAM STATION # [DLR]_E
490000209W,AUGUSTUS ROAD
490000209E,AUGUSTUS ROAD
490001020D,BELMONT STATION #_D
490001020C,BELMONT STATION #_C
490016323E,SOUTH LODGE AVENUE / YORKSHIRE ROAD_U
490000133Z,LANCASTER GATE STATION <>
490016757N,BROOKSBY'S WALK / HOMERTON STATION #_HB
490016295E,CLISSOLD ROAD
490016296E,STOKE NEWINGTON CH ST / CLISSOLD CRES_PL
490016296W,CLISSOLD CRESCENT_PM
490016295W,CLISSOLD ROAD
490016326S,KEW RETAIL PARK_U
490016329S,CHALKERS CORNER_F
490016327S,WEST PARK ROAD_V
490016327N,WEST PARK ROAD_Y
490016329N,CHALKERS CORNER_C
40004409810D,PINE WALK
490016307N,HURST LANE_E
490016308N,WOODLAND WAY
490006877S,ABBEY ROAD_W
490016307S,HURST LANE_F
40004409292A,MANOR WAY
490014140S1,SKARDU ROAD_BF
490013861B,TWICKENHAM STATION #_B
490016407W,ORMOND DRIVE_HT
490016407E,ORMOND DRIVE_HJ
490016458S,HANWORTH ROAD_HF
490016458N,HANWORTH ROAD_HU
490012730S,WINDMILL ROAD_HE
490012730N,WINDMILL ROAD_HV
490016358W,MARTELLO STREET_LT
490016359E,RICHMOND ROAD / GREENWOOD ROAD_G
490016360N,MIDDLETON ROAD
490016361N,SHEEP LANE_LL
490016378E,ADA STREET_X
490016363N,PRITCHARD'S ROAD_W
490016364E,NICHOLL STREET
490016365E,THURTLE ROAD_WV
490016357E,WHISTON ROAD_WU
490016357W,KINGSLAND ROAD_WY
490016365W,THURTLE ROAD_WX
49000832NE,HOMERTON HOSPITAL
490016364W,NICHOLL STREET
490016363S,PRITCHARD'S ROAD_U
490016361S,SHEEP LANE_LK
490016360S,MIDDLETON ROAD
490016359W,GREENWOOD ROAD_H
490016358E,RICHMOND ROAD / MARTELLO STREET_LS
490016367W,BUCKLAND STREET_PB
490016368W,NEW NORTH ROAD_PC
490016369W,MURRAY GROVE / PROVOST ESTATE_PD
490016370W,BLETCHLEY STREET_PE
490016371S,SHOREDITCH POLICE STATION_W
490016372N,MURRAY GROVE_PH
490016370E,BLETCHLEY STREET_PJ
490016373N,CROPLEY STREET_PK
490016374E,NEW NORTH ROAD_PL
490016367E,BUCKLAND STREET_PN
490016371N,SHOREDITCH POLICE STATION_U
490006705B,FAIRFIELD BUS STATION_B
490006233S,DULWICH COLLEGE_VL
490016413S,DULWICH PICTURE GALLERY_VK
490016412S,DULWICH VILLAGE_VJ
490016411S,DULWICH VILLAGE SCHOOL_VH
490016411N,DULWICH VILLAGE SCHOOL_VU
490016415N,DULWICH VILLAGE_VT
490016413N,DULWICH PICTURE GALLERY_VR
490006233N,DULWICH COLLEGE_VP
490013664C2,NORBITON CHURCH / TIFFIN BOYS SCHOOL_C
490003871DS,BOROUGH ROAD
490008841E,KINGSWOOD DRIVE / COLLEGE ROAD_D
490008841W,KINGSWOOD DRIVE / COLLEGE ROAD_N
490006963N2,FOUNTAIN DRIVE_M
490006963S2,FOUNTAIN DRIVE_E
490003936I,SIR CYRIL BLACK WAY_I
490014664W,FIELD MEAD
490016665N,GROVE STREET / PLOUGH WAY
490016665S,GROVE STREET / PLOUGH WAY
490011330S2,QUEEN'S CRESCENT_KV
490016331N,BURDOCK ROAD / LEE VALLEY TECHNOPARK_G
490016330N1,NORTHUMBERLAND PARK RAIL DEPOT
490016330S1,NORTHUMBERLAND PARK RAIL DEPOT
490011973N,SEDGE ROAD_NP
490000248UA,VICTORIA STATION <> #
490016621S,EASTCOTE LANE
490012796S2,SOUTHFIELD GARDENS_SP
490013892W,WINDERMERE ROAD_H
490004219S,BOWNESS CRESCENT_J
490015259L,WALTHAMSTOW CENTRAL STATION <> #_R
490008996E1,BERBERIS WALK
490006727E,FALKIRK STREET / HOXTON STATION #_PV
490006727W,FALKIRK ST / HACKNEY COMMUNITY COLLEGE_PS
490005801E,CRONDALL STREET / HOXTON STREET MARKET_PU
490005801W,CRONDALL STREET / HOXTON STREET MARKET_PT
490011027N,PITFIELD STREET_PA
490011027S,PITFIELD STREET_PP
490000209C,SOUTHFIELDS STATION <>_B
490016059W1,LONDON ROAD / ST ANTHONY'S HOSPITAL_HV
490000083S,FINSBURY PARK STATION <> #_S
490011622E,ROCKMOUNT PRIMARY SCHOOL
490016448N,REEDHAM DRIVE_RQ
490016448S,REEDHAM DRIVE_RT
40004406058B,EWELL PARK WAY
40004406058A,EWELL PARK WAY
40004406057B,WELBECK CLOSE
40004406056A,WELBECK CLOSE
40004406915A,THE SPRING
40004406055B,THE SPRING
40004406102A,WEST DRIVE
490009963Q,MOLESWORTH STREET_Q
40004406149A,WEST DRIVE
40004406048B,BRAMLEY ROAD
40004406048A,BRAMLEY ROAD
40004406047B,ALBURY AVENUE
40004406047A,ALBURY AVENUE
40004406046A,EWELL EAST STATION #
40004406046B,EWELL EAST STATION #
40004406103A,SPRINGFIELD ROAD
40004406103B,SPRINGFIELD ROAD
490011396D,RAINHAM WAR MEMORIAL_D
40004406040B,RAINBOW LEISURE CENTRE
40004406040A,RAINBOW LEISURE CENTRE
40004406117A,KILN LANE
40004406117B,KILN LANE
40004406041A,WINDMILL LANE
40004406041B,WINDMILL LANE
40004406043B,HESSLE GROVE
40004406043A,HESSLE GROVE
40004406044B,MONGERS LANE
40004406044A,MONGERS LANE
40004406045A,REIGATE ROAD / GREEN MAN
40004406045B,REIGATE ROAD / GREEN MAN
40004406145A,SPARROW FARM ROAD
40004406146A,SPARROW FARM ROAD
40004406060B,NONSUCH PARK
40004406060A,NONSUCH PARK
40004406059B,BRIARWOOD ROAD
40004406059A,BRIARWOOD ROAD
490016459S,LOWER MORDEN LANE / MORDEN CEMETERY_LY
490016460S,ALPHA PLACE
490009561W,MANOR GROVE_H
490007130AF,GARTH ROAD / STONECOT HILL_HP
490016460N,ALPHA PLACE
490016493N,ROSEBERY CLOSE_LE
490013154A,TANNER STREET_A
490013745T,BOSS STREET_T
490016580M,UNICORN THEATRE_M
490012995W2,SHORT WAY_FM
490012995E2,SHORT WAY_FN
490003220S,ALEXANDRA AVENUE HEALTH CENTRE_V
490013964W,WOODGRANGE AVENUE_Q
490012996E2,WOODGRANGE AVENUE_R
490015327W,GRANVILLE ROAD_S
490015327E,GRANVILLE ROAD_P
490003953S,BETSTYLE CIRCUS_P
490016453N,DARWIN CLOSE_BT
490016453S,DARWIN CLOSE_BZ
490016454S,BRUNSWICK AVENUE_BY
490016455N,NORTH LONDON BUSINESS PARK_BV
490016456S,DOLLIS ROAD_M
490003220N,ALEXANDRA AVENUE HEALTH CENTRE_Y
490016456N,DOLLIS ROAD_N
490008278E,FRITH COURT_E
490008278W,FRITH COURT_H
490016452N,MARNE AVENUE_BS
490016454N,BRUNSWICK AVENUE_BU
490016455S,NORTH LONDON BUSINESS PARK_BW
490010651N,OSIDGE LIBRARY_D
490016505S,ARGALL AVENUE INDUSTRIAL ESTATE_AP
490016505N,ARGALL AVENUE INDUSTRIAL ESTATE_AT
490016506E,STAFFA ROAD_AS
490006330S,EASTCOTE LANE_W
490016503N,GAINSBOROUGH ROAD_Q
490013785BD,FELMINGHAM ROAD_BD
490009683W,THORNSETT ROAD
490016486N,WHEATHILL ROAD_T
490016486S,WHEATHILL ROAD_S
490009683E,THORNSETT ROAD
490013785BC,FELMINGHAM ROAD_BC
490016488N,EDEN WAY
490016488S,EDEN WAY
490006330N,EASTCOTE LANE_X
490003950S,THE BETHLEM ROYAL HOSPITAL
490003950N,THE BETHLEM ROYAL HOSPITAL
490006752N,FARNABY ROAD / BECKENHAM LANE_S
490006752S,BECKENHAM LANE_T
490004412N,BROMLEY AVENUE
490004412S,BROMLEY AVENUE
490014232E,WARREN AVENUE
490014232W,WARREN AVENUE
490001236W,RAVENSBOURNE STATION #
490004979W,CHANDOS ROAD
490001236E,RAVENSBOURNE STATION #
490011431N,RAVENSBOURNE AVENUE / FARNABY ROAD
490011431S,RAVENSBOURNE AVENUE
490006179W,DOWNS BRIDGE ROAD
490013241S,DOWNS HILL / THE AVENUE
490013241N,DOWNS HILL / THE AVENUE
490013417W,SPRINGBOURNE COURT
490013417E,WESTGATE ROAD
490014850W,CONVENT CLOSE
490004979E,CHANDOS ROAD
490006972W,BECKENHAM CRICKET CLUB_Y
490006972E,BECKENHAM CRICKET CLUB_X
490012861S,BEADON ROAD_G
490012861N,BEADON ROAD_E
490007948S,HAYESFORD PARK DRIVE_H
490007948N,HAYESFORD PARK DRIVE_D
490007947S,CHERITON AVENUE_J
490007947N,CHERITON AVENUE_C
490016470E,MATFIELD CLOSE_B
490016470W,MATFIELD CLOSE_K
490015492D,THE CLOSE_J
490003646E,STANSTEAD CLOSE_A
490012657W,CULVERSTONE CLOSE_P
490010993N,PICKHURST PARK_U
490010993S,PICKHURST PARK_R
490009774E,MEADWAY / PICKHURST PARK_T
490009774S1,PICKHURST LANE_S
490014527S,THE AVENUE
490014527E,THE AVENUE
490007283E,THE AVENUE / GOODHART WAY
490007283W,THE AVENUE / GOODHART WAY
490015492C,THE CLOSE_H
490012786E,ST MARY OF NAZARETH CHURCH
490011488W,THE AVENUE / RED LODGE ROAD
490012065W,PHILLIDA ROAD
490012065E,PHILLIDA ROAD
490016498N,ORCHARD COURT
490016497S,WATLINGTON GROVE_S
490016498S,ORCHARD COURT
490016497N,WATLINGTON GROVE_Q
490013132N1,SYDENHAM RISE_ML
490008850S,MOUNT ASH ROAD_G
490007986S,KIRKDALE / THORPEWOOD AVENUE_MM
490011600W2,RIVER ROAD_J
490003223N,WAVERLEY GARDENS_M
490003223S,WAVERLEY GARDENS_Q
490010105E,MOVERS LANE / RIVER ROAD_G
490008742E1,KING EDWARDS ROAD_F
490008742W,KING EDWARDS ROAD_K
490016502W,CENTURION WAY
490016477E,RIDGEMOUNT AVENUE
490009530S,MALPAS ROAD_B
490001320S,WEMBLEY STADIUM STATION #_SB
490001252N,FOREST ROAD / SLADE GREEN STATION #
490016499W,FAIRVIEW INDUSTRIAL PARK
490016500N,MARSH WAY_MJ
490016500S,MARSH WAY_MD
490000199T,RUISLIP MANOR STATION <>_T
490016499N,C E M E
490004266W,BREAKSPEAR CREMATORIUM
490004266E,BREAKSPEAR CREMATORIUM
490008530S,JACKETS LANE
490007034N,FRINGEWOOD CLOSE
490011533S,RESERVOIR ROAD
490011533N,RESERVOIR ROAD
490004633W,BURY STREET
490014599W,WHITEHEATH AVENUE
490013209E,THAMES DRIVE
490004269E,LEAHOLME WAY
490010428S,HAWKESWORTH CLOSE
490010428N,NORTHWOOD COLLEGE NURSERY SCHOOL
490016669S,LEAF CLOSE
490016669N,LEAF CLOSE
490003156E,FINCHLEY CENTRAL <>_K
490003156F,FINCHLEY CENTRAL <>_F
490011399E,RALEIGH CLOSE
490015496GW,GOLDERS GREEN STATION <>_GW
40004410106A,WHYTELEAFE STATION #_A
490001007AE,JASMINE GROVE_E
490016613S,IMPERIAL WHARF STN # / CHELSEA HARBOUR_R
490016613N,IMPERIAL ROAD / CHELSEA HARBOUR_L
490016612S,HARWOOD TERRACE_P
490016612N,HARWOOD TERRACE_N
490004269W,LEAHOLME WAY
490011399W,RALEIGH CLOSE
490012774E,ST MARGARET'S ROAD
490006844S,HOWLETTS LANE
490006844N,HOWLETTS LANE
490006214N,MANOR HOUSE DRIVE
490006214S,MANOR HOUSE DRIVE
490004662E,NORTHGATE
490004662W,NORTHGATE
490008530N,JACKETS LANE
490010702S,OXLEAY ROAD_U
490004043P,WORMWOOD STREET_P
490004043Q,WORMWOOD STREET_Q
490013701N,TOLWORTH STATION # / WOODLAND WAY_N
490003694N,BAUDWIN ROAD
490008300S,HOLLYBUSH WALK
490001030E,SUNNY WAY
490001028E,HIGH ROAD EAST FINCHLEY_R
490016589W,TANDRIDGE DRIVE / CROFTON LANE_R
490010547W,NORTHUMBERLAND GARDENS
490003694S,BAUDWIN ROAD
490016174N,BROMLEY HIGH SCHOOL
490010549W,OLDFIELD ROAD / ST GEORGES ROAD
490016174S,BROMLEY HIGH SCHOOL
490010549E,OLDFIELD ROAD / ST GEORGES ROAD
490012252N,BLACKBROOK LANE / SOUTHBOROUGH LANE
490003734E,TUDOR WAY
490003734W,TUDOR WAY
490003918W,ST JOHN'S ROAD / ST GEORGE'S ROAD
490004839S,CASTILLON ROAD
490003918E,ST JOHN'S ROAD / ST GEORGE'S ROAD
490016590W,TURNBERRY WAY_Q
490016590E,TURNBERRY WAY_T
490011037E2,ANDOVER ROAD_U
490011037W2,ANDOVER ROAD_P
490003239S,ALLINGTON ROAD / ANDOVER ROAD_V
490003239N,ALLINGTON ROAD / ANDOVER ROAD_N
490005791S,ALLINGTON ROAD / CROFTON ROAD_X
490005791N,ALLINGTON ROAD / CROFTON ROAD_L
490003238N,KELVIN PARADE_M
490004839N,CASTILLON ROAD
490003238S,KELVIN PARADE_W
490016589E,TANDRIDGE DRIVE / CROFTON LANE_S
490012441W,ST JOHN'S ROAD / CROFTON LANE_H
490012441E,ST JOHN'S ROAD / CROFTON LANE_G
490012578B,STANSFIELD ROAD
490011453W,PICKHURST MEAD_W
40004409041C,WOODMANSTERNE POST OFFICE
490014282E,DUKE'S BRIDGE_S
490004191E,BOUNDFIELD ROAD
490000196B,ROYAL OAK STATION <>_RH
490010431N,HALLOWELL ROAD
490011413Q,RAM STREET
490016641S,HACKNEY WICK
490016742S,HOMERTON HOSPITAL / WARDLE STREET_HA
490007535S,CHURCH CRESCENT_X
490004355N,CARGO CENTRE
490004355S,CARGO CENTRE
490004191W,BOUNDFIELD ROAD
490018318W,KENNINGHALL ROAD
490000230N,SWISS COTTAGE STATION <>_N
490000098S,HAMPSTEAD STATION <>_Q
490014365W,WELLING WAY / ROCHESTER WAY_Z
490014365E,WELLING WAY / ROCHESTER WAY_Y
490014364N,WELLING WAY / BELLEGROVE ROAD_Y
490016207E,WELLING WAY / SHERWOOD ROAD
490016194E,MONTROSE AVENUE
490016194W,MONTROSE AVENUE
490016207W,WELLING WAY / SHERWOOD ROAD
490011942E,SCARLET ROAD
490014364S,WELLING WAY / BELLEGROVE ROAD_Z
490000277E,CHILHAM WAY_N
490005185N,YORK ROAD_W
490011942W,SCARLET ROAD
490016623S,TAUNTON WAY_U
490010105W2,MOVERS LANE / RIVER ROAD_H
490010134S,RAVENSBOURNE AVENUE / DOWNS HILL
490010132N2,MUSGRAVE ROAD
490016668K,CANARY WHARF STATION <>
490016668L,CANARY WHARF STATION <>
490016654E,GRESHAM ROAD
490016654W,WORTON WAY
490014493HD,WEST MIDDLESEX HOSPITAL_HD
490006940W,GREENVALE SCHOOL_L
490014493HE,WEST LONDON MENTAL HEALTH TRUST_HE
490013183E2,TEIGNMOUTH GARDENS_PH
490006987NE,FRANCIS GROVE
490016393S2,EVERSLEY CRESCENT
490016642S,CRANFIELD WALK_M
490016642N,CRANFIELD WALK_L
490016701S,KEMNAL TECHNOLOGY COLLEGE_M
490006940E,GREENVALE SCHOOL_M
490012110N,GODDARD ROAD_R
490012097N,PEREGRINE GARDENS
490011146S,POTTERS CLOSE
490011146N,POTTERS CLOSE
490014891S,TOWER VIEW
490014891N,TOWER VIEW
490009367S,GLADE GARDENS
490009367N,GLADE GARDENS
490005962S,DARLEY CLOSE
490005962N,DARLEY CLOSE
490005868E,CRUTCHLEY ROAD_N
490012842S,HOMER ROAD
490012842N,HOMER ROAD
490009980S,FAIRFORD AVENUE
490009980N,FAIRFORD AVENUE
490016650S,HORTON WAY
490016650N,HORTON WAY
490012097S,PEREGRINE GARDENS_W
490014452E,WESTERN ROAD_PP
490000139A,LONDON BRIDGE STATION <> #_D
490005868W,CRUTCHLEY ROAD_K
490006442R,EDMONTON GREEN STATION #_N
490002018AP,BLACKWALL STATION [DLR]_AP
490000083SB,FINSBURY PARK STATION <> #
490004452U,STOKE NEWINGTON HIGH STREET_U
490000083R,FINSBURY PARK STATION <> #_R
490005861N2,HILLIERS LANE_B
490005861S2,HILLIERS LANE_H
490012810N,ST MATTHEWS ESTATE_P
490008545E2,JENKINS LANE
490008545W,NORTH CIRCULAR ROAD
490003752W2,BECKTON TRIANGLE RETAIL PARK_E
490002018P,BLACKWALL STATION [DLR]_P
490008356E,COCKABOURNE BRIDGE
490008356W,COCKABOURNE BRIDGE
490008323N,HOME FARM COTTAGE
490015440S,STIRLING ROAD
490011566S,NORTHWOOD GOLF COURSE_V
490011566N,NORTHWOOD GOLF COURSE_W
490011571S,BURY STREET WEST_B
490000254J,WATERLOO STATION / TENISON WAY <> #_J
490000254H,WATERLOO STATION / TENISON WAY <> #_H
490005483GZ,COLINDEEP LANE_GZ
490014164N,WALTHAMSTOW BUS STATION <> #
490014164A,WALTHAMSTOW BUS STATION <> #_A
490000249B,WALTHAMSTOW BUS STATION <> #_B
490014164C,WALTHAMSTOW BUS STATION <> >LOL<_C
490014164D,WALTHAMSTOW BUS STATION <> >LOL<_D
490000249E,WALTHAMSTOW BUS STATION <> >LOL<_E
490012763E1,ST LEONARD'S ROAD_T
490016670S,GREENFORD PARK_G
490007152TB,MARKET PLACE_TB
490003616M,BARKING TOWN CENTRE_M
490011118N,TULIP CLOSE
490000039H,STEPHENSON STREET_H
490008191W1,WOOLWICH MANOR WAY_BS
490008191E,MASEFIELD GARDENS_BD
490016685E,HELMSDALE ROAD_CK
490016685W,HELMSDALE ROAD_CJ
490006017W,CONDELL ROAD_R
490012706W,CORUNNA ROAD_S
490011936S,ASCALON STREET_T
490016686E,PATMORE ESTATE / DRURY HOUSE_U
490016687E,LINFORD STREET_V
490016688E,CAREY GARDENS
490016689E,CLYSTON STREET_Y
490016690W,BLORE CLOSE
490007030E1,FRIERN BARNET TOWN HALL_FX
490007532E,CHRISTCHURCH ROAD
490016693W,BODIAM WAY_U
490016693E,BODIAM WAY_F
490016694W,LAKESIDE DRIVE_T
490016699W,TRESILIAN AVENUE
490003590W,RUTHERFORD COURT
490008172W,BLACKWELL CLOSE
490008160S,HIGHGATE SCHOOL_B
490004857W,CATERHAM AVENUE_FJ
490015345E,HAREFIELD HOSPITAL
490011165N,PRATTS BOTTOM / SEVENOAKS ROAD
490000247A,VAUXHALL BUS STATION_A
490000247B,VAUXHALL BUS STATION_B
490000247C,VAUXHALL BUS STATION_C
490000247D,VAUXHALL BUS STATION_D
490000247E,VAUXHALL BUS STATION_E
490000247F,VAUXHALL BUS STATION_F
490000247G1,VAUXHALL BUS STATION_G
490000247H,VAUXHALL BUS STATION_H
490000247J,VAUXHALL BUS STATION_J
490016698N,POND SQUARE_J
490016700N,RIVERSDALE ROAD_PR
490005275W1,TOTTENHAM LANE_J
490008034M,HEATHWAY_M
490013601N1,HEREFORD GARDENS
490016694E,LAKESIDE DRIVE_G
490006756W2,PRINCESS ROYAL UNIVERSITY HOSPITAL_HA
490006756W1,PRINCESS ROYAL UNIVERSITY HOSPITAL_HB
490000037S,CANADA WATER BUS STATION <>_B2
490005275E1,TOTTENHAM LANE_D
490016494E,MILLENNIUM BRIDGE_SG
490016494W,MILLENNIUM BRIDGE_SF
490000111B,HILLINGDON STATION <>_B
490009651W,SCHOONER CLOSE_Y
490008842N,MAYS HILL ROAD
490016716W,ENFIELD AND HARINGEY MAGISTRATES COURT_S
490016225S,HALEFIELD ROAD
490016220W,LADYSMITH ROAD_E
490016253N,THACKERAY AVENUE
490016225N,HALEFIELD ROAD
490016715N,TREGENNA CLOSE_K
490000111N,HILLINGDON STATION <>_A
490016715S,TREGENNA CLOSE_G
490009360E,PEMBURY ROAD_X
490016716E,ENFIELD AND HARINGEY MAGISTRATES COURT_Y
490009360W,PEMBURY ROAD_T
490005901N,DURHAM AVENUE
